"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-01","0.00","0.0","0.0","82","41","68"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-02","0.36","0.0","0.0","76","54","57"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-03","0.14","0.0","0.0","58","43","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-04","0.17","0.0","0.0","68","39","59"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-05","0.00","0.0","0.0","56","36","38"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-06","0.00","0.0","0.0","80","30","73"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-07","0.00","0.0","0.0","72","44","47"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-08","0.00","0.0","0.0","72","38","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-09","0.00","0.0","0.0","65","32","34"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-10","0.00","0.0","0.0","54","28","39"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-11","0.00","0.0","0.0","73","35","67"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-12","0.00","0.0","0.0","84","59","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-13","0.00","0.0","0.0","86","50","75"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-14","0.00","0.0","0.0","86","55","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-15","0.00","0.0","0.0","80","60","63"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-16","0.27","0.0","0.0","85","57","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-17","0.04","0.0","0.0","77","44","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-18","0.08","0.0","0.0","63","37","58"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-19","0.00","0.0","0.0","72","34","49"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-20","0.00","0.0","0.0","87","44","69"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-21","0.79","0.0","0.0","79","57","59"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-22","0.00","0.0","0.0","88","51","60"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-23","0.00","0.0","0.0","90","61","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-24","0.00","0.0","0.0","88","58","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-25","0.00","0.0","0.0","88","60","76"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-26","0.00","0.0","0.0","78","59","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-27","0.02","0.0","0.0","73","50","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-28","0.00","0.0","0.0","75","44","52"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-29","0.00","0.0","0.0","72","49","63"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-04-30","0.33","0.0","0.0","76","46","47"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-01","0.03","0.0","0.0","60","38","44"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-02","0.00","0.0","0.0","68","36","47"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-03","0.00","0.0","0.0","77","41","54"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-05-04","0.00","0.0","0.0","82","48","58"
